from,to,t_from,t_to,l,k,flow
m4_q_l2,m4_q_l2,2,3,l1,k4,18.624728
m10_q_l1,m10_q_l1,6,7,l1,k3,18.227423
m1_q_l1,m1_q_l1,8,9,l1,k2,18.076073
m2_q_l2,m2_q_l2,10,11,l1,k2,17.461794
m10_q_l1,m10_q_l1,9,10,l1,k1,17.252246
m10_q_l1,m10_q_l1,3,4,l1,k5,17.216366
m1_q_l1,m1_q_l1,1,2,l1,k3,16.295377
m10_q_l1,m10_q_l1,4,5,l1,k4,15.991364
m10_q_l1,m10_q_l1,10,11,l1,k4,14.874814
m10_q_l1,m10_q_l1,2,3,l1,k1,14.856797
m10_q_l1,m10_q_l1,7,8,l1,k1,14.404873
m1_q_l1,m1_q_l1,11,12,l1,k3,14.314571
m10_q_l1,m10_q_l1,1,2,l1,k2,14.301485
m1_q_l1,m1_q_l1,3,4,l1,k5,13.911235
m1_q_l1,m1_q_l1,10,11,l1,k4,13.568339
m2_q_l2,m2_q_l2,8,9,l1,k2,12.89026
m5_q_l2,m5_q_l2,4,5,l1,k5,12.23263
m1_q_l1,m1_q_l1,4,5,l1,k1,9.8649642
m1_q_l1,m1_q_l1,5,6,l1,k1,9.8649642
m1_q_l1,m1_q_l1,8,9,l1,k5,9.7605098
m1_q_l1,m1_q_l1,4,5,l1,k2,9.7271683
m1_q_l2,m1_q_l2,1,2,l1,k1,9.536525
m10_q_l1,m10_q_l1,3,4,l1,k2,9.2573558
m10_q_l1,m10_q_l1,8,9,l1,k1,7.2510569
m5_q_l2,m5_q_l2,5,6,l1,k5,4.9362398
m2_q_l2,m2_q_l2,4,5,l1,k2,4.1747466
m2_q_l2,m2_q_l2,3,4,l1,k2,3.4737462
m1_q_l1,m1_q_l1,5,6,l1,k3,0.77433501
m10_q_l1,m10_q_l1,2,3,l1,k2,0.049866576
