scenario,status,feasible,MAX_CSAM_FACILITIES,demand_mean,demand_variance,F_cost,SEED,objective,subproblem_cost,deployment_cost,deployed_count,deployed_facilities,budget_slack,total_demand,unmet_demand,unmet_demand_pct,unmet_in,unmet_queue,iterations,runtime_seconds,run_id,experiment_dir,scenario_name,max_csam_facilities,seed,demand_scale,flow_files,report_files
csam7_dm18.0_dv4.0_F100_s42,feasible,True,7,18.0,4.0,100,42,166890.35268819996,166290.35286699978,600.0,6.0,"m1,m2,m3,m4,m5,m10",1.0,21692.117318042623,0.0,0.0,0.0,0.0,20,265.0697944164276,2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42,experiments\2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42,csam7_dm18.0_dv4.0_F100_s42,7,42,1.0,"{'regular': 'experiments\\2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_062057_sweep_csam7_dm18.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam7_dm18.0_dv4.0_F100_s456,feasible,True,7,18.0,4.0,100,456,164527.1664309997,163927.16643439975,600.0,6.0,"m1,m2,m3,m4,m5,m10",1.0,21602.929509901125,0.0,0.0,0.0,0.0,20,231.70918130874634,2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456,experiments\2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456,csam7_dm18.0_dv4.0_F100_s456,7,456,1.0,"{'regular': 'experiments\\2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_062522_sweep_csam7_dm18.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam7_dm18.0_dv9.0_F100_s123,feasible,True,7,18.0,9.0,100,123,162099.43789996038,161584.20252639998,600.0,6.0,"m1,m2,m3,m4,m5,m10",1.0,21490.15897225643,0.0,0.0,0.0,0.0,20,226.32534003257751,2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123,experiments\2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123,csam7_dm18.0_dv9.0_F100_s123,7,123,1.0,"{'regular': 'experiments\\2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_064041_sweep_csam7_dm18.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam7_dm18.0_dv9.0_F100_s42,feasible,True,7,18.0,9.0,100,42,167535.52888189987,166935.52896221998,600.0,6.0,"m1,m2,m3,m4,m5,m10",1.0,21738.175977063936,0.0,0.0,0.0,0.0,20,232.55960154533386,2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42,experiments\2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42,csam7_dm18.0_dv9.0_F100_s42,7,42,1.0,"{'regular': 'experiments\\2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_063301_sweep_csam7_dm18.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam7_dm18.0_dv9.0_F100_s456,feasible,True,7,18.0,9.0,100,456,163990.74962839994,163390.74967579986,600.0,6.0,"m1,m2,m3,m4,m5,m10",1.0,21604.394264851686,0.0,0.0,0.0,0.0,20,226.95658946037292,2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456,experiments\2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456,csam7_dm18.0_dv9.0_F100_s456,7,456,1.0,"{'regular': 'experiments\\2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_063654_sweep_csam7_dm18.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm12.0_dv16.0_F100_s123,feasible,True,8,12.0,16.0,100,123,78201.19099170003,78001.19099170003,200.0,2.0,"m1,m2",6.0,14255.137737688196,0.0,0.0,0.0,0.0,20,257.7940163612366,2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123,experiments\2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123,csam8_dm12.0_dv16.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_072620_sweep_csam8_dm12.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm12.0_dv16.0_F100_s42,feasible,True,8,12.0,16.0,100,42,85301.36667587011,85101.36673787018,200.0,2.0,"m1,m10",6.0,14585.199705445524,0.0,0.0,0.0,0.0,20,227.75074315071106,2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42,experiments\2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42,csam8_dm12.0_dv16.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_071849_sweep_csam8_dm12.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm12.0_dv16.0_F100_s456,feasible,True,8,12.0,16.0,100,456,80572.85519202014,80372.85519202014,200.0,2.0,"m1,m10",6.0,14405.859019802248,0.0,0.0,0.0,0.0,20,223.53527092933655,2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456,experiments\2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456,csam8_dm12.0_dv16.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_072236_sweep_csam8_dm12.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm12.0_dv4.0_F100_s123,feasible,True,8,12.0,4.0,100,123,80422.8586729549,80222.8586729549,200.0,2.0,"m1,m10",6.0,14326.772648170952,0.0,0.0,0.0,0.0,20,225.30091762542725,2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123,experiments\2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123,csam8_dm12.0_dv4.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_070329_sweep_csam8_dm12.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm12.0_dv4.0_F100_s42,feasible,True,8,12.0,4.0,100,42,83990.35270049996,83790.35270049996,200.0,2.0,"m1,m10",6.0,14492.117318042623,0.0,0.0,0.0,0.0,20,226.78130555152893,2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42,experiments\2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42,csam8_dm12.0_dv4.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_065556_sweep_csam8_dm12.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm12.0_dv4.0_F100_s456,feasible,True,8,12.0,4.0,100,456,81627.16649739999,81427.16649739999,200.0,2.0,"m1,m10",6.0,14402.929509901125,0.0,0.0,0.0,0.0,20,226.0936861038208,2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456,experiments\2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456,csam8_dm12.0_dv4.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_065943_sweep_csam8_dm12.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm12.0_dv9.0_F100_s123,feasible,True,8,12.0,9.0,100,123,79296.41559145013,79096.41559145013,200.0,2.0,"m1,m2",6.0,14290.15897225643,0.0,0.0,0.0,0.0,20,228.6505196094513,2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123,experiments\2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123,csam8_dm12.0_dv9.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_071500_sweep_csam8_dm12.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm12.0_dv9.0_F100_s42,feasible,True,8,12.0,9.0,100,42,84635.52893490001,84435.52893490001,200.0,2.0,"m1,m10",6.0,14538.175977063936,0.0,0.0,0.0,0.0,20,227.8510160446167,2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42,experiments\2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42,csam8_dm12.0_dv9.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_070714_sweep_csam8_dm12.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm12.0_dv9.0_F100_s456,feasible,True,8,12.0,9.0,100,456,81096.13055125001,80896.13055125001,200.0,2.0,"m1,m10",6.0,14404.394264851688,0.0,0.0,0.0,0.0,20,237.7757568359375,2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456,experiments\2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456,csam8_dm12.0_dv9.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_071102_sweep_csam8_dm12.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm15.0_dv16.0_F100_s123,feasible,True,8,15.0,16.0,100,123,119549.05979829999,119195.6033207999,400.0,4.0,"m1,m2,m3,m10",4.0,17853.545296341905,0.0,0.0,0.0,0.0,20,217.261887550354,2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123,experiments\2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123,csam8_dm15.0_dv16.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_080132_sweep_csam8_dm15.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm15.0_dv16.0_F100_s42,feasible,True,8,15.0,16.0,100,42,126730.7051408,126330.7051408,400.0,4.0,"m1,m2,m3,m10",4.0,18184.234636085246,0.0,0.0,0.0,0.0,20,236.29936933517456,2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42,experiments\2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42,csam8_dm15.0_dv16.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_075357_sweep_csam8_dm15.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm15.0_dv16.0_F100_s456,feasible,True,8,15.0,16.0,100,456,122004.3328719,121604.33291490003,400.0,4.0,"m1,m2,m3,m10",4.0,18005.85901980225,0.0,0.0,0.0,0.0,20,218.95052075386047,2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456,experiments\2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456,csam8_dm15.0_dv16.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_075753_sweep_csam8_dm15.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm15.0_dv4.0_F100_s123,feasible,True,8,15.0,4.0,100,123,121872.80153419999,121472.8016425999,400.0,4.0,"m1,m2,m3,m10",4.0,17926.772648170954,0.0,0.0,0.0,0.0,20,235.38934421539307,2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123,experiments\2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123,csam8_dm15.0_dv4.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_073823_sweep_csam8_dm15.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm15.0_dv4.0_F100_s42,feasible,True,8,15.0,4.0,100,42,125440.35267949986,125040.35275649995,400.0,4.0,"m1,m2,m3,m10",4.0,18092.117318042623,0.0,0.0,0.0,0.0,20,233.8489122390747,2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42,experiments\2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42,csam8_dm15.0_dv4.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_073038_sweep_csam8_dm15.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm15.0_dv4.0_F100_s456,feasible,True,8,15.0,4.0,100,456,123077.16635609996,122677.16648069998,400.0,4.0,"m1,m2,m3,m10",4.0,18002.929509901125,0.0,0.0,0.0,0.0,20,231.20468473434448,2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456,experiments\2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456,csam8_dm15.0_dv4.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_073432_sweep_csam8_dm15.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm15.0_dv9.0_F100_s123,feasible,True,8,15.0,9.0,100,123,120734.20251700007,120334.20257780007,400.0,4.0,"m1,m2,m3,m10",4.0,17890.15897225643,0.0,0.0,0.0,0.0,20,231.79813313484192,2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123,experiments\2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123,csam8_dm15.0_dv9.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_075005_sweep_csam8_dm15.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm15.0_dv9.0_F100_s42,feasible,True,8,15.0,9.0,100,42,126085.52886380002,125685.52894419998,400.0,4.0,"m1,m2,m3,m10",4.0,18138.175977063936,0.0,0.0,0.0,0.0,20,231.16072010993958,2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42,experiments\2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42,csam8_dm15.0_dv9.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_074219_sweep_csam8_dm15.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm15.0_dv9.0_F100_s456,feasible,True,8,15.0,9.0,100,456,122540.74962380005,122140.74972540005,400.0,4.0,"m1,m2,m3,m10",4.0,18004.394264851686,0.0,0.0,0.0,0.0,20,234.91961765289307,2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456,experiments\2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456,csam8_dm15.0_dv9.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_074610_sweep_csam8_dm15.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm18.0_dv16.0_F100_s123,feasible,True,8,18.0,16.0,100,123,160965.91710395002,160445.60337110015,600.0,6.0,"m1,m2,m3,m4,m5,m10",2.0,21453.545296341905,0.0,0.0,0.0,0.0,20,156.05202388763428,2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123,experiments\2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123,csam8_dm18.0_dv16.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_082937_sweep_csam8_dm18.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm18.0_dv16.0_F100_s42,feasible,True,8,18.0,16.0,100,42,168180.70503445974,167580.7051549997,600.0,6.0,"m1,m2,m3,m4,m5,m10",2.0,21784.234636085246,0.0,0.0,0.0,0.0,20,160.42118525505066,2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42,experiments\2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42,csam8_dm18.0_dv16.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_082419_sweep_csam8_dm18.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam8_dm18.0_dv16.0_F100_s456,feasible,True,8,18.0,16.0,100,456,163454.3328489997,162854.3329319996,600.0,6.0,"m1,m2,m3,m4,m5,m10",2.0,21605.85901980225,0.0,0.0,0.0,0.0,20,156.92347073554993,2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456,experiments\2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456,csam8_dm18.0_dv16.0_F100_s456,8,456,1.0,"{'regular': 'experiments\\2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_082700_sweep_csam8_dm18.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam8_dm18.0_dv4.0_F100_s123,feasible,True,8,18.0,4.0,100,123,163232.95855150005,162722.80158279993,600.0,6.0,"m1,m2,m3,m4,m5,m10",2.0,21526.772648170954,0.0,0.0,0.0,0.0,20,163.43312621116638,2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123,experiments\2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123,csam8_dm18.0_dv4.0_F100_s123,8,123,1.0,"{'regular': 'experiments\\2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_081303_sweep_csam8_dm18.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam8_dm18.0_dv4.0_F100_s42,feasible,True,8,18.0,4.0,100,42,166890.35259639978,166290.35286699978,600.0,6.0,"m1,m2,m3,m4,m5,m10",2.0,21692.117318042623,0.0,0.0,0.0,0.0,20,233.7470519542694,2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42,experiments\2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42,csam8_dm18.0_dv4.0_F100_s42,8,42,1.0,"{'regular': 'experiments\\2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_080510_sweep_csam8_dm18.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
