from,to,t_from,t_to,l,k,flow
m5_q_l2,m5_q_l2,7,8,l1,k5,56.749743
m4_q_l2,m4_q_l2,5,6,l1,k4,54.162185
m1_q_l1,m1_q_l1,9,10,l1,k5,52.014047
m1_q_l1,m1_q_l1,10,11,l1,k2,51.057969
m10_q_l1,m10_q_l1,4,5,l1,k2,49.304423
m10_q_l1,m10_q_l1,5,6,l1,k5,44.485214
m1_q_l2,m1_q_l2,9,10,l1,k1,43.888127
m4_q_l2,m4_q_l2,4,5,l1,k4,42.818712
m10_q_l1,m10_q_l1,11,12,l1,k4,37.886095
m3_q_l2,m3_q_l2,3,4,l1,k3,37.670543
m1_q_l2,m1_q_l2,2,3,l1,k1,36.936579
m10_q_l1,m10_q_l1,2,3,l1,k4,36.181464
m10_q_l1,m10_q_l1,10,11,l1,k1,35.908481
m4_q_l2,m4_q_l2,3,4,l1,k4,35.245642
m1_q_l1,m1_q_l1,6,7,l1,k1,35.073683
m10_q_l1,m10_q_l1,1,2,l1,k4,34.854792
m1_q_l1,m1_q_l1,11,12,l1,k4,34.473328
m10_q_l1,m10_q_l1,9,10,l1,k3,34.343512
m1_q_l1,m1_q_l1,9,10,l1,k2,33.391102
m1_q_l2,m1_q_l2,5,6,l1,k1,29.883032
m1_q_l1,m1_q_l1,2,3,l1,k2,27.774506
m1_q_l1,m1_q_l1,3,4,l1,k3,27.748994
m1_q_l1,m1_q_l1,4,5,l1,k3,27.748994
m10_q_l1,m10_q_l1,7,8,l1,k5,27.728615
m5_q_l2,m5_q_l2,3,4,l1,k5,26.343568
m1_q_l2,m1_q_l2,4,5,l1,k1,25.285395
m5_q_l2,m5_q_l2,6,7,l1,k5,23.552024
m2_q_l2,m2_q_l2,8,9,l1,k2,23.517018
m1_q_l1,m1_q_l1,4,5,l1,k5,22.355628
m1_q_l2,m1_q_l2,8,9,l1,k1,20.642122
m1_q_l1,m1_q_l1,9,10,l1,k3,20.026367
m2_q_l2,m2_q_l2,10,11,l1,k2,19.72289
m10_q_l1,m10_q_l1,9,10,l1,k1,19.557473
m4_q_l2,m4_q_l2,2,3,l1,k4,18.872666
m1_q_l1,m1_q_l1,8,9,l1,k2,18.812559
m10_q_l1,m10_q_l1,9,10,l1,k5,18.474295
m10_q_l1,m10_q_l1,3,4,l1,k2,18.151299
m1_q_l1,m1_q_l1,5,6,l1,k2,17.931029
m10_q_l1,m10_q_l1,6,7,l1,k3,17.378301
m10_q_l1,m10_q_l1,3,4,l1,k1,16.98229
m10_q_l1,m10_q_l1,2,3,l1,k1,16.533998
m2_q_l2,m2_q_l2,4,5,l1,k2,16.465281
m1_q_l1,m1_q_l1,11,12,l1,k3,16.424529
m1_q_l1,m1_q_l1,5,6,l1,k4,16.147612
m1_q_l1,m1_q_l1,6,7,l1,k4,16.147612
m10_q_l1,m10_q_l1,3,4,l1,k5,15.88277
m10_q_l1,m10_q_l1,4,5,l1,k1,15.787065
m1_q_l1,m1_q_l1,1,2,l1,k3,15.565957
m10_q_l1,m10_q_l1,7,8,l1,k1,15.525918
m1_q_l1,m1_q_l1,6,7,l1,k5,15.059366
m10_q_l1,m10_q_l1,1,2,l1,k2,14.643975
m1_q_l1,m1_q_l1,2,3,l1,k3,14.620662
m10_q_l1,m10_q_l1,5,6,l1,k4,13.895712
m5_q_l2,m5_q_l2,4,5,l1,k5,13.650559
m5_q_l2,m5_q_l2,1,2,l1,k5,13.339177
m1_q_l1,m1_q_l1,8,9,l1,k4,12.805594
m1_q_l1,m1_q_l1,9,10,l1,k4,12.805594
m10_q_l1,m10_q_l1,8,9,l1,k1,12.800914
m1_q_l1,m1_q_l1,3,4,l1,k5,12.492239
m10_q_l1,m10_q_l1,10,11,l1,k4,12.358371
m10_q_l1,m10_q_l1,8,9,l1,k5,11.892196
m1_q_l1,m1_q_l1,8,9,l1,k5,10.753799
m2_q_l2,m2_q_l2,3,4,l1,k2,7.1607773
m2_q_l2,m2_q_l2,2,3,l1,k2,6.7264348
m1_q_l1,m1_q_l1,4,5,l1,k2,6.3863676
m1_q_l1,m1_q_l1,7,8,l1,k2,5.4748687
m10_q_l1,m10_q_l1,2,3,l1,k5,0.47304905
